"Gene","Group"
"KIF1B","HALLMARK_INFLAMMATORY_RESPONSE"
"KLF6","HALLMARK_INFLAMMATORY_RESPONSE"
"LAMP3","HALLMARK_INFLAMMATORY_RESPONSE"
"LCK","HALLMARK_INFLAMMATORY_RESPONSE"
"LCP2","HALLMARK_INFLAMMATORY_RESPONSE"
"LDLR","HALLMARK_INFLAMMATORY_RESPONSE"
"LIF","HALLMARK_INFLAMMATORY_RESPONSE"
"LPAR1","HALLMARK_INFLAMMATORY_RESPONSE"
"LTA","HALLMARK_INFLAMMATORY_RESPONSE"
"LY6E","HALLMARK_INFLAMMATORY_RESPONSE"
"LYN","HALLMARK_INFLAMMATORY_RESPONSE"
"MARCO","HALLMARK_INFLAMMATORY_RESPONSE"
"MEFV","HALLMARK_INFLAMMATORY_RESPONSE"
"MEP1A","HALLMARK_INFLAMMATORY_RESPONSE"
"MET","HALLMARK_INFLAMMATORY_RESPONSE"
"MMP14","HALLMARK_INFLAMMATORY_RESPONSE"
"MSR1","HALLMARK_INFLAMMATORY_RESPONSE"
"MXD1","HALLMARK_INFLAMMATORY_RESPONSE"
"MYC","HALLMARK_INFLAMMATORY_RESPONSE"
"NAMPT","HALLMARK_INFLAMMATORY_RESPONSE"
"NDP","HALLMARK_INFLAMMATORY_RESPONSE"
"NFKB1","HALLMARK_INFLAMMATORY_RESPONSE"
"NFKBIA","HALLMARK_INFLAMMATORY_RESPONSE"
"NLRP3","HALLMARK_INFLAMMATORY_RESPONSE"
"NMI","HALLMARK_INFLAMMATORY_RESPONSE"
"NMUR1","HALLMARK_INFLAMMATORY_RESPONSE"
"NOD2","HALLMARK_INFLAMMATORY_RESPONSE"
"NPFFR2","HALLMARK_INFLAMMATORY_RESPONSE"
"OLR1","HALLMARK_INFLAMMATORY_RESPONSE"
"OPRK1","HALLMARK_INFLAMMATORY_RESPONSE"
"OSM","HALLMARK_INFLAMMATORY_RESPONSE"
"OSMR","HALLMARK_INFLAMMATORY_RESPONSE"
"P2RX4","HALLMARK_INFLAMMATORY_RESPONSE"
"P2RX7","HALLMARK_INFLAMMATORY_RESPONSE"
"P2RY2","HALLMARK_INFLAMMATORY_RESPONSE"
"PCDH7","HALLMARK_INFLAMMATORY_RESPONSE"
"PDE4B","HALLMARK_INFLAMMATORY_RESPONSE"
"PDPN","HALLMARK_INFLAMMATORY_RESPONSE"
"PIK3R5","HALLMARK_INFLAMMATORY_RESPONSE"
"PLAUR","HALLMARK_INFLAMMATORY_RESPONSE"
"PROK2","HALLMARK_INFLAMMATORY_RESPONSE"
"PSEN1","HALLMARK_INFLAMMATORY_RESPONSE"
"PTAFR","HALLMARK_INFLAMMATORY_RESPONSE"
"PTGER2","HALLMARK_INFLAMMATORY_RESPONSE"
"PTGER4","HALLMARK_INFLAMMATORY_RESPONSE"
"PTGIR","HALLMARK_INFLAMMATORY_RESPONSE"
"PTPRE","HALLMARK_INFLAMMATORY_RESPONSE"
"PVR","HALLMARK_INFLAMMATORY_RESPONSE"
"RAF1","HALLMARK_INFLAMMATORY_RESPONSE"
"RASGRP1","HALLMARK_INFLAMMATORY_RESPONSE"
"RELA","HALLMARK_INFLAMMATORY_RESPONSE"
"RGS1","HALLMARK_INFLAMMATORY_RESPONSE"
"RGS16","HALLMARK_INFLAMMATORY_RESPONSE"
"RHOG","HALLMARK_INFLAMMATORY_RESPONSE"
"RIPK2","HALLMARK_INFLAMMATORY_RESPONSE"
"RNF144B","HALLMARK_INFLAMMATORY_RESPONSE"
"ROS1","HALLMARK_INFLAMMATORY_RESPONSE"
"RTP4","HALLMARK_INFLAMMATORY_RESPONSE"
"SCARF1","HALLMARK_INFLAMMATORY_RESPONSE"
"SCN1B","HALLMARK_INFLAMMATORY_RESPONSE"
"SELE","HALLMARK_INFLAMMATORY_RESPONSE"
"SELL","HALLMARK_INFLAMMATORY_RESPONSE"
"SELS","HALLMARK_INFLAMMATORY_RESPONSE"
"SEMA4D","HALLMARK_INFLAMMATORY_RESPONSE"
"SERPINE1","HALLMARK_INFLAMMATORY_RESPONSE"
"SGMS2","HALLMARK_INFLAMMATORY_RESPONSE"
"SLAMF1","HALLMARK_INFLAMMATORY_RESPONSE"
"SLC11A2","HALLMARK_INFLAMMATORY_RESPONSE"
"SLC1A2","HALLMARK_INFLAMMATORY_RESPONSE"
"SLC28A2","HALLMARK_INFLAMMATORY_RESPONSE"
"SLC31A1","HALLMARK_INFLAMMATORY_RESPONSE"
"SLC31A2","HALLMARK_INFLAMMATORY_RESPONSE"
"SLC4A4","HALLMARK_INFLAMMATORY_RESPONSE"
"SLC7A1","HALLMARK_INFLAMMATORY_RESPONSE"
"SLC7A2","HALLMARK_INFLAMMATORY_RESPONSE"
"SPHK1","HALLMARK_INFLAMMATORY_RESPONSE"
"SRI","HALLMARK_INFLAMMATORY_RESPONSE"
"STAB1","HALLMARK_INFLAMMATORY_RESPONSE"
"TACR1","HALLMARK_INFLAMMATORY_RESPONSE"
"TACR3","HALLMARK_INFLAMMATORY_RESPONSE"
"TAPBP","HALLMARK_INFLAMMATORY_RESPONSE"
"TIMP1","HALLMARK_INFLAMMATORY_RESPONSE"
"TLR1","HALLMARK_INFLAMMATORY_RESPONSE"
"TLR2","HALLMARK_INFLAMMATORY_RESPONSE"
"TLR3","HALLMARK_INFLAMMATORY_RESPONSE"
"TNFAIP6","HALLMARK_INFLAMMATORY_RESPONSE"
"TNFRSF1B","HALLMARK_INFLAMMATORY_RESPONSE"
"TNFRSF9","HALLMARK_INFLAMMATORY_RESPONSE"
"TNFSF10","HALLMARK_INFLAMMATORY_RESPONSE"
"TNFSF15","HALLMARK_INFLAMMATORY_RESPONSE"
"TNFSF9","HALLMARK_INFLAMMATORY_RESPONSE"
"TPBG","HALLMARK_INFLAMMATORY_RESPONSE"
"VIP","HALLMARK_INFLAMMATORY_RESPONSE"
